id,stem,category
Q0616,比起对抗我更愿协商,conflict-choice
Q0617,群体讨论你更倾向,conflict-choice
Q0618,我常因不愿伤人而勉强答应,conflict-choice
Q0619,与价值观差异大的人共事,conflict-choice
Q0620,我经常先让步来避免冲突,conflict-choice
Q0621,面对不公你,conflict-choice
Q0622,被人误解时我会很难过,conflict-choice
Q0623,你更倾向哪种谈判方式,conflict-choice
Q0624,比起赢我更想避免对抗,conflict-choice
Q0625,我常因照顾别人而忽略自己,interpersonal-relationship
Q0626,和长辈相处你,interpersonal-relationship
Q0627,比起帮人我更愿被需要,interpersonal-relationship
Q0628,聚会散场时你,interpersonal-relationship
Q0629,我经常主动缓和紧张气氛,interpersonal-relationship
Q0630,面对不熟的人你,interpersonal-relationship
Q0631,朋友之间我更倾向做,interpersonal-relationship
Q0632,被调侃时你,interpersonal-relationship
Q0633,我经常觉得朋友不够了解我,interpersonal-relationship
Q0634,认识多年老朋友你,interpersonal-relationship
Q0635,我经常因为太多选项而无法决定,decision-making
Q0636,面对信息爆炸你,decision-making
Q0637,我倾向马上定下来再调整,decision-making
Q0638,面对机会窗口期,decision-making
Q0639,我经常把决定权交给别人,decision-making
Q0640,你更倾向哪种决定路径,decision-making
Q0641,我会因他人反对而改变决定,decision-making
Q0642,重要决定你倾向,decision-making
Q0643,面对不可逆损失时,decision-making
Q0644,面对需要长期投入的事,decision-making
Q0645,压力下我会更想控制一切,stress-response
Q0646,面对突发事件你,stress-response
Q0647,我常常因为小事影响一天,stress-response
Q0648,面对失败你,stress-response
Q0649,我会因小事与人争执,stress-response
Q0650,身体出现压力信号时你,stress-response
Q0651,我容易因为小事紧张,stress-response
Q0652,压力时你更愿,stress-response
Q0653,我经常因压力暴饮暴食,stress-response
Q0654,连续高压的尾声你,stress-response
Q0655,工作让我最看重的是,motivation-value
Q0656,比起钱，我更想做事有影响力,motivation-value
Q0657,你更想做哪种事,motivation-value
Q0658,比起安稳我更想体验不同,motivation-value
Q0659,理想关系里你更想要,motivation-value
Q0660,比起成功我更想要意义,motivation-value
Q0661,更愿成为,motivation-value
Q0662,比起钱，我更想做事有自由,motivation-value
Q0663,人生的价值排序你倾向,motivation-value
Q0664,比起被需要，我更想要自由,motivation-value
Q0665,学新东西你更倾向,learning-cognition
Q0666,我经常因焦虑学不进去,learning-cognition
Q0667,面对难点你,learning-cognition
Q0668,比起理论我更喜欢案例,learning-cognition
Q0669,你更想成为哪种学习者,learning-cognition
Q0670,我学东西经常卡在同一处,learning-cognition
Q0671,上完课你倾向,learning-cognition
Q0672,比起看书我更喜欢听课,learning-cognition
Q0673,对新领域你,learning-cognition
Q0674,我经常因为怕学不会而不敢开始,learning-cognition
Q0675,面对不想做的任务,work-career
Q0676,比起挣更多我更想有意义,work-career
Q0677,开会时你更愿,work-career
Q0678,你更想做哪种老板/上级,work-career
Q0679,比起升职我更想要自由,work-career
Q0680,工作和生活平衡你倾向,work-career
Q0681,我经常觉得自己怀才不遇,work-career
Q0682,面对变化你,work-career
Q0683,我经常因看不惯而主动提意见,work-career
Q0684,工作中你更在意,work-career
Q0685,我经常在意外界怎么看我,emotion-self
Q0686,空闲时你更愿,emotion-self
Q0687,比起想太多我更想要行动,emotion-self
Q0688,独处时你更可能,emotion-self
Q0689,比起安静，我更想要热闹,emotion-self
Q0690,内心冲突时你,emotion-self
Q0691,我常常觉得自己的情绪很难被理解,emotion-self
Q0692,你更常用哪种自我调节,emotion-self
Q0693,比起独处我更需要陪伴,emotion-self
Q0694,情绪低落时你更愿,emotion-self
Q0695,做事方式你更倾向,action-habit
Q0696,比起马上做我更喜欢想清楚,action-habit
Q0697,做事节奏你更偏,action-habit
Q0698,我做事常常虎头蛇尾,action-habit
Q0699,面对紧急任务你,action-habit
Q0700,比起开始我更擅长收尾,action-habit
Q0701,做事过程被打断你,action-habit
Q0702,比起已知的我更想做新的,action-habit
Q0703,做事时你更愿,action-habit
Q0704,比起效率我更看重体验,action-habit
Q0705,你更想要的人生是,future-vision
Q0706,我常常因为想得太远而焦虑,future-vision
Q0707,更向往的人生阶段是,future-vision
Q0708,比起稳妥我更想要突破,future-vision
Q0709,你更希望的人生底色是,future-vision
Q0710,比起此刻我更期待未来,future-vision
Q0711,理想的下半生你,future-vision
Q0712,比起自己我更想为别人留下什么,future-vision
Q0713,更让你满足的未来是,future-vision
Q0714,比起长久我更在意此刻,future-vision
Q0715,面对利益冲突你,conflict-choice
Q0716,比起赢我更想维持关系,conflict-choice
Q0717,你倾向回避冲突吗,conflict-choice
Q0718,比起对抗我更愿妥协,conflict-choice
Q0719,面对必须得罪一方的选择,conflict-choice
Q0720,比起坚持原则我更愿看关系,conflict-choice
Q0721,面对不合理的规则你,conflict-choice
Q0722,比起维持表面和谐我更愿戳破,conflict-choice
Q0723,面对他人道歉你,conflict-choice
Q0724,比起说赢我更愿说和,conflict-choice
Q0725,比起深度社交我更愿保持距离,interpersonal-relationship
Q0726,朋友求助你会,interpersonal-relationship
Q0727,比起聚会社交我更喜欢小型聚会,interpersonal-relationship
Q0728,和朋友的相处模式你更倾向,interpersonal-relationship
Q0729,比起主动联系，我更愿等对方来,interpersonal-relationship
Q0730,面对群体中被忽略时，你,interpersonal-relationship
Q0731,比起回应我更愿倾听,interpersonal-relationship
Q0732,你更愿做的角色是,interpersonal-relationship
Q0733,比起表达感谢我更倾向默默记着,interpersonal-relationship
Q0734,聚会里和陌生人你会,interpersonal-relationship
Q0735,比起快速决定我更愿多想想,decision-making
Q0736,选错方向后你,decision-making
Q0737,比起冒险我更愿稳妥,decision-making
Q0738,你做选择的标准是,decision-making
Q0739,比起自己选我更愿听建议,decision-making
Q0740,面对可逆和不可逆选择你,decision-making
Q0741,比起权衡利弊我更愿凭感觉,decision-making
Q0742,面对两个都不错的选择,decision-making
Q0743,我经常为自己做的决定感到后悔,decision-making
Q0744,做选择时你更看,decision-making
Q0745,比起倾诉我更愿自己扛,stress-response
Q0746,面对突发负面消息,stress-response
Q0747,我经常因为别人的情绪影响自己,stress-response
Q0748,面对压力你倾向,stress-response
Q0749,比起发泄我更愿憋在心里,stress-response
Q0750,压力下你的睡眠,stress-response
Q0751,我容易在压力下做冲动决定,stress-response
Q0752,面对压力你愿意,stress-response
Q0753,比起压力我更怕无聊,stress-response
Q0754,面对身体预警信号,stress-response
Q0755,你更希望被记住为,motivation-value
Q0756,比起钱我更想影响他人,motivation-value
Q0757,什么让你真正满足,motivation-value
Q0758,比起安稳我更想要多样性,motivation-value
Q0759,你更想要的人际状态是,motivation-value
Q0760,比起自己发光，我更想照亮别人,motivation-value
Q0761,你更想被定义为,motivation-value
Q0762,比起地位我更想要自在,motivation-value
Q0763,你更想为社会留下,motivation-value
Q0764,比起掌控我更愿顺其自然,motivation-value
Q0765,你更擅长的学习方式是,learning-cognition
Q0766,比起自己摸索我更喜欢听课,learning-cognition
Q0767,新知识记不住时你,learning-cognition
Q0768,比起学得快我更愿意学得深,learning-cognition
Q0770,比起学很多我更喜欢学精,learning-cognition
Q0771,学完一个东西你,learning-cognition
Q0772,比起别人讲解我更喜欢自学,learning-cognition
Q0774,比起独立学习我更喜欢小组学,learning-cognition
Q0775,面对职业瓶颈你,work-career
Q0776,比起管人我更愿被管,work-career
Q0777,你更倾向的工作身份是,work-career
Q0778,面对领导批评你,work-career
Q0779,比起头衔我更在意实际,work-career
Q0780,你更倾向的工作环境,work-career
Q0781,我经常因工作而忘记吃饭,work-career
Q0782,面对新同事/新领导,work-career
Q0783,比起挣更多我更想做事开心,work-career
Q0784,你理想职业的关键词,work-career
Q0785,比起说出来，我更愿写下来,emotion-self
Q0786,你更多通过什么了解自己,emotion-self
Q0787,比起独处我更需要和人聊,emotion-self
Q0788,情绪失控时你,emotion-self
Q0789,我经常觉得自己的情绪没有出口,emotion-self
Q0790,自我调节你更习惯,emotion-self
Q0791,比起分享我更愿自己消化,emotion-self
Q0792,你的内心冲突来源更倾向,emotion-self
Q0793,比起被人理解我更想被人接纳,emotion-self
Q0794,内心平静时你,emotion-self
Q0795,你更倾向的做事方式,action-habit
Q0796,比起尝试我更愿用熟悉方法,action-habit
Q0797,面对习惯被打断你,action-habit
Q0798,比起立刻做，我更想充分准备,action-habit
Q0799,做事期间需要休息时,action-habit
Q0800,比起做错我更怕错过,action-habit
Q0801,做事过程中你倾向,action-habit
Q0802,比起稳定生活我更想要折腾,action-habit
Q0803,做事收尾你倾向,action-habit
Q0804,比起马上做我更想先想清楚,action-habit
Q0805,10年后你更期待的生活是,future-vision
Q0806,比起具体目标我更愿看大方向,future-vision
Q0807,你理想的人生节奏,future-vision
Q0808,比起小目标我更喜欢大愿景,future-vision
Q0809,更让你期待的人生是,future-vision
Q0810,比起稳赢我更想要不确定的精彩,future-vision
Q0811,你更希望自己的人生,future-vision
Q0812,比起未来我更愿专注当下,future-vision
Q0813,你更愿意的人生状态是,future-vision
Q0814,比起留下作品我更想留下影响,future-vision
Q0815,面对无意中的冒犯你,conflict-choice
Q0816,比起讲原则我更想讲感情,conflict-choice
Q0817,面对不同声音你,conflict-choice
Q0818,比起针锋相对我更愿迂回,conflict-choice
Q0819,面对被攻击你,conflict-choice
Q0820,比起争执我更愿冷处理,conflict-choice
Q0821,面对公开批评你,conflict-choice
Q0822,比起维护自己我更愿让对方舒服,conflict-choice
Q0823,面对价值观碰撞你,conflict-choice
Q0824,比起说赢我更想被听见,conflict-choice
Q0825,比起当发起人我更愿当响应者,interpersonal-relationship
Q0826,和亲近的人发生分歧你,interpersonal-relationship
Q0827,比起给建议我更愿倾听,interpersonal-relationship
Q0828,面对亲密关系冲突你,interpersonal-relationship
Q0829,比起被动回应我更愿主动表达,interpersonal-relationship
Q0830,你更愿建立的关系类型,interpersonal-relationship
Q0831,比起群聊我更喜欢一对一,interpersonal-relationship
Q0832,面对他人分享你,interpersonal-relationship
Q0833,比起对方面子我更愿对方开心,interpersonal-relationship
Q0834,面对别人情绪爆发你,interpersonal-relationship
Q0835,比起做决定我更怕做错,decision-making
Q0836,面对不确定的结果你,decision-making
Q0837,比起稳定我更愿赌一把,decision-making
Q0838,你做重要决定时,decision-making
Q0839,比起自己决定我更愿意被推荐,decision-making
Q0840,面对他人请求你,decision-making
Q0841,比起自主决定我更愿有人指引,decision-making
Q0842,面对新机会窗口,decision-making
Q0843,比起权衡我更相信第一感觉,decision-making
Q0844,你的决策风格更倾向,decision-making
Q0845,比起表达，我更愿憋在心里,stress-response
Q0846,压力下你愿意做,stress-response
Q0847,我经常因为小事迁怒他人,stress-response
Q0848,压力下你的饮食变化,stress-response
Q0849,比起倾诉我更习惯忍着,stress-response
Q0850,面对持续压力你倾向,stress-response
Q0851,比起面对压力我更怕停滞,stress-response
Q0852,面对压力时你更想,stress-response
Q0853,比起承认压力我更愿装作没事,stress-response
Q0854,压力时你会,stress-response
Q0855,你真正想要的职业回报,motivation-value
Q0856,比起被理解我更想被尊重,motivation-value
Q0857,你更看重的人生维度,motivation-value
Q0858,比起表达我更愿行动证明,motivation-value
Q0859,你更想拥有的能力,motivation-value
Q0860,比起显赫我更愿安静做事,motivation-value
Q0861,什么让你觉得自己有价值,motivation-value
Q0862,比起舒适我更想要挑战,motivation-value
Q0863,你更倾向的人生主线,motivation-value
Q0864,比起成为领袖我更想做幕后,motivation-value
Q0865,面对新知识你倾向,learning-cognition
Q0866,比起深度我更愿广度,learning-cognition
Q0867,学完一门课你倾向,learning-cognition
Q0868,比起书我更喜欢实操,learning-cognition
Q0869,学新领域你更倾向,learning-cognition
Q0870,比起上课我更愿自学,learning-cognition
Q0871,你更希望学完一门课,learning-cognition
Q0872,比起实战我更愿学原理,learning-cognition
Q0873,你更倾向哪种学习节奏,learning-cognition
Q0874,比起自己做我更愿带人学,learning-cognition
Q0875,面对不同意见的同事,work-career
Q0876,比起主动汇报我更愿做完再讲,work-career
Q0877,面对不同分工你,work-career
Q0878,工作中的成就感来源,work-career
Q0879,比起做熟手我更愿做生手,work-career
Q0880,你理想的工作关系,work-career
Q0881,比起被指挥我更愿主动,work-career
Q0883,比起稳定工作我更愿多变,work-career
Q0884,工作中你更怕,work-career
Q0885,比起压抑情绪我更愿表达,emotion-self
Q0886,你更擅长的自我调节,emotion-self
Q0887,比起分析我更愿感受,emotion-self
Q0889,比起讨好他人我更想忠于自己,emotion-self
Q0890,你更享受的状态,emotion-self
Q0891,比起他人认可我更想要自我接纳,emotion-self
Q0892,你更常做的自我对话,emotion-self
Q0893,比起关注他人我更关注自己,emotion-self
Q0894,你情绪低谷时更愿,emotion-self
Q0895,做事你更倾向,action-habit
Q0896,比起开始新事我更愿完成旧事,action-habit
Q0897,做事途中需要暂停你,action-habit
Q0898,比起尝试新方法我更愿用旧方法,action-habit
Q0899,做事时你更喜欢的状态,action-habit
Q0900,比起立刻做我更想有把握,action-habit
Q0901,做事过程中你更需要的,action-habit
Q0902,比起快节奏我更喜欢慢节奏,action-habit
Q0904,比起先完成度我更在意完成,action-habit
Q0905,你理想的人生轨迹,future-vision
Q0906,比起长期愿景我更愿一步步走,future-vision
Q0907,你更想成为的人,future-vision
Q0908,比起稳定路线我更愿冒险,future-vision
Q0909,你更想要的人生状态,future-vision
Q0910,比起个人成就我更想推动社会,future-vision
Q0911,你更想创造的人生,future-vision
Q0912,比起不停规划我更愿边走边看,future-vision
Q0913,你更想要的生活节奏,future-vision
Q0914,比起被记住我更想要当下活好,future-vision
Q0915,面对价值观冲突,conflict-choice
Q0916,比起被误会我更想直接说开,conflict-choice
Q0917,面对不同意见你倾向,conflict-choice
Q0918,比起争对错我更愿找共识,conflict-choice
Q0919,面对不得不做的取舍,conflict-choice
Q0920,比起让对方不舒服我更愿自己扛,conflict-choice
Q0921,面对群体压力你,conflict-choice
Q0922,比起委屈求全我更愿坦白,conflict-choice
Q0923,面对原则被破坏,conflict-choice
Q0924,比起沉默我更愿被听见,conflict-choice
Q0925,比起照顾别人情绪我更愿做自己,interpersonal-relationship
Q0926,你更愿的人际关系状态,interpersonal-relationship
Q0927,比起麻烦别人我更愿自己扛,interpersonal-relationship
Q0928,面对和你不同的人你,interpersonal-relationship
Q0929,比起保持距离我更愿主动,interpersonal-relationship
Q0930,被朋友误解时你倾向,interpersonal-relationship
Q0931,比起说漂亮话我更愿说实话,interpersonal-relationship
Q0932,你更享受的关系是,interpersonal-relationship
Q0933,比起群聊我更喜欢深聊,interpersonal-relationship
Q0935,比起快速试错我更想一次做对,decision-making
Q0936,面对家人意见你,decision-making
Q0937,比起被建议我更愿自己想清楚,decision-making
Q0939,比起灵活我更愿按既定规则,decision-making
Q0940,面对不确定你倾向,decision-making
Q0941,比起权衡所有我更愿快速定,decision-making
Q0942,选择面前你更看,decision-making
Q0943,比起独自决定我更愿团队定,decision-making
Q0944,面对一致的选择你倾向,decision-making
Q0945,比起承认脆弱我更愿装作没事,stress-response
Q0947,比起倾诉我更愿自我消化,stress-response
Q0948,面对压力时你最有效的应对,stress-response
Q0949,比起担心未来我更愿专注当下,stress-response
Q0950,面对长期压力你,stress-response
Q0951,比起承认压力我更愿硬扛,stress-response
Q0952,压力下你更想做的事,stress-response
Q0953,比起不稳定的情绪我更想稳定,stress-response
Q0954,面对压力你第一时间,stress-response
Q0955,你更想过的生活是,motivation-value
Q0956,比起被需要我更想自己舒服,motivation-value
Q0957,你更深层的内在驱动力,motivation-value
Q0958,比起被需要我更想被理解,motivation-value
Q0959,什么让你觉得人生有意义,motivation-value
Q0960,比起被利用我更愿被真心对待,motivation-value
Q0961,更让你满足的人生是,motivation-value
Q0962,比起被人看见我更想要内在安宁,motivation-value
Q0963,更让你觉得值得的事,motivation-value
Q0964,比起名利我更想留下精神,motivation-value
Q0966,比起系统课我更愿自由探索,learning-cognition
Q0967,面对难懂的东西你,learning-cognition
Q0968,比起多学我更愿学精,learning-cognition
Q0969,学完新东西你会,learning-cognition
Q0970,比起重复我更愿学新的,learning-cognition
Q0972,比起马上能用的我更愿学有深度的,learning-cognition
Q0973,面对陌生知识你,learning-cognition
Q0974,比起广学我更愿学一样到深处,learning-cognition
Q0976,聚会时我更愿,interpersonal-relationship
Q0977,面对多年没联系的老朋友,interpersonal-relationship
Q0978,被朋友冷落我会,interpersonal-relationship
Q0979,面对朋友的负能量,interpersonal-relationship
Q0981,被误解时我的反应,interpersonal-relationship
Q0982,被夸时我的反应,interpersonal-relationship
Q0983,聚会中遇到特别能聊的人,interpersonal-relationship
Q0984,聚会散场后我,interpersonal-relationship
Q0986,和家人相处时我,interpersonal-relationship
Q0988,别人分享秘密给我,interpersonal-relationship
Q0989,面对爱抱怨的人,interpersonal-relationship
Q0991,面对不熟的人求助,interpersonal-relationship
Q0992,我倾向于主动联系,interpersonal-relationship
Q0993,面对朋友的求助,interpersonal-relationship
Q0994,朋友结婚/生子我会,interpersonal-relationship
Q0996,面对朋友的嫉妒,interpersonal-relationship
Q0997,和领导单独相处时,interpersonal-relationship
Q0998,面对不同性格的朋友,interpersonal-relationship
Q0999,面对朋友的批评,interpersonal-relationship
Q1001,面对朋友的愤怒,interpersonal-relationship
Q1002,面对自己的愤怒,interpersonal-relationship
Q1003,别人做错事我,interpersonal-relationship
Q1004,我经常因别人情绪,interpersonal-relationship
Q1029,选专业/选工作时,decision-making
Q1031,面对太多选项时,decision-making
Q1032,面对必须取舍时,decision-making
Q1034,需要快速决定时,decision-making
Q1035,面对家人反对,decision-making
Q1036,面对伴侣反对,decision-making
Q1037,面对朋友反对,decision-making
Q1039,面对外部意见分歧,decision-making
Q1040,面对风险决定,decision-making
Q1041,面对不确定收益,decision-making
Q1042,面对确定性收益,decision-making
Q1043,我经常拖延到截止日期,decision-making
Q1044,面对长远大利,decision-making
Q1045,面对权威建议,decision-making
Q1046,面对流行趋势,decision-making
Q1047,面对失败后的选择,decision-making
Q1049,面对新机会,decision-making
Q1050,面对已有路径,decision-making
Q1051,面对未知领域,decision-making
Q1052,面对一致好评,decision-making
Q1054,面对成本高选项,decision-making
Q1055,面对收益慢选项,decision-making
Q1056,面对大额消费,decision-making
Q1061,面对模糊信息,decision-making
Q1066,面对内部意见分歧,decision-making
Q1071,面对眼前小利,decision-making
Q1076,面对成功后的选择,decision-making
Q1082,压力时身体反应,stress-response
Q1083,压力时饮食变化,stress-response
Q1084,压力时睡眠变化,stress-response
Q1085,压力时情绪变化,stress-response
Q1086,我经常因压力影响睡眠,stress-response
Q1087,压力时工作状态,stress-response
Q1088,压力下我更想,stress-response
Q1089,压力下我会拒绝,stress-response
Q1090,压力下我会答应,stress-response
Q1091,我经常在压力下焦虑,stress-response
Q1092,压力下我会逃避,stress-response
Q1093,压力下我会行动,stress-response
Q1094,压力下我会思考,stress-response
Q1096,我经常觉得压力大得喘不过气,stress-response
Q1097,面对持续压力,stress-response
Q1098,面对突发压力,stress-response
Q1099,面对隐性压力,stress-response
Q1100,面对显性压力,stress-response
Q1102,面对家庭压力,stress-response
Q1103,面对健康压力,stress-response
Q1104,面对经济压力,stress-response
Q1105,面对关系压力,stress-response
Q1107,面对外界压力,stress-response
Q1108,面对内在压力,stress-response
Q1109,压力下我会,stress-response
Q1114,压力时社交变化,stress-response
Q1119,压力下我更敏感,stress-response
Q1124,面对多重压力,stress-response
Q1129,面对职场压力,stress-response
Q1136,关系让我最看重的是,motivation-value
Q1137,学习让我最看重的是,motivation-value
Q1138,什么让我愿意付出,motivation-value
Q1140,什么让我愿意改变,motivation-value
Q1141,什么让我愿意承担,motivation-value
Q1142,我更想追求什么,motivation-value
Q1143,我更想放弃什么,motivation-value
Q1145,我更想成为什么,motivation-value
Q1146,什么让我满足,motivation-value
Q1147,什么让我充实,motivation-value
Q1148,什么让我空虚,motivation-value
Q1149,比起钱我更想有意义,motivation-value
Q1150,什么让我没动力,motivation-value
Q1151,什么让我开心,motivation-value
Q1152,什么让我沮丧,motivation-value
Q1153,什么让我骄傲,motivation-value
Q1155,什么让我遗憾,motivation-value
Q1156,什么让我感恩,motivation-value
Q1157,什么让我珍惜,motivation-value
Q1158,什么让我释怀,motivation-value
Q1160,什么让我畏惧,motivation-value
Q1161,什么让我勇敢,motivation-value
Q1162,人生让我最看重的是,motivation-value
Q1167,什么让我愿意坚持,motivation-value
Q1172,我更想拥有什么,motivation-value
Q1177,什么让我有动力,motivation-value
Q1182,什么让我愧疚,motivation-value
Q1188,面对听不懂的内容,learning-cognition
Q1189,面对看不下去的书,learning-cognition
Q1190,面对枯燥的内容,learning-cognition
Q1191,面对有趣的内容,learning-cognition
Q1193,学习遇到瓶颈,learning-cognition
Q1194,学习到新领域,learning-cognition
Q1195,跨领域学习,learning-cognition
Q1196,学以致用,learning-cognition
Q1198,学完自己消化,learning-cognition
Q1199,学习时更依赖,learning-cognition
Q1200,学习时间偏好,learning-cognition
Q1201,学习环境偏好,learning-cognition
Q1203,面对新工具,learning-cognition
Q1204,面对新方法,learning-cognition
Q1205,面对新理论,learning-cognition
Q1206,面对新实践,learning-cognition
Q1208,学新东西的频率,learning-cognition
Q1209,学新东西的深度,learning-cognition
Q1210,学新东西的速度,learning-cognition
Q1211,面对学过的内容,learning-cognition
Q1213,面对学得会的内容,learning-cognition
Q1214,面对不教的内容,learning-cognition
Q1225,学完分享给他人,learning-cognition
Q1230,学习伙伴偏好,learning-cognition
Q1235,学新东西的动机,learning-cognition
Q1241,面对不喜欢的工作,work-career
Q1243,面对无聊的工作,work-career
Q1245,比起挣更多我更想要自由,work-career
Q1246,面对升职,work-career
Q1247,面对工作调动,work-career
Q1248,面对换岗,work-career
Q1249,面对换部门,work-career
Q1250,我经常觉得怀才不遇,work-career
Q1251,面对换行业,work-career
Q1253,面对同事议论,work-career
Q1254,面对下属不服,work-career
Q1256,面对工作压力大,work-career
Q1257,面对工作没挑战,work-career
Q1258,面对工作没意义,work-career
Q1259,面对工作没认可,work-career
Q1261,面对工作展示,work-career
Q1262,面对工作谈判,work-career
Q1263,面对工作应酬,work-career
Q1264,面对工作失误,work-career
Q1266,面对工作创新,work-career
Q1267,面对工作重复,work-career
Q1273,面对降薪,work-career
Q1278,面对换公司,work-career
Q1283,面对平级排挤,work-career
Q1288,面对工作汇报,work-career
Q1294,心情不好时我,emotion-self
Q1295,情绪低落时我,emotion-self
Q1296,情绪高涨时我,emotion-self
Q1297,面对自己生气,emotion-self
Q1298,比起热闹我更喜欢安静,emotion-self
Q1299,面对自己害怕,emotion-self
Q1300,面对自己开心,emotion-self
Q1301,面对自己难过,emotion-self
Q1302,面对自己委屈,emotion-self
Q1304,面对自己无助,emotion-self
Q1305,面对自己迷茫,emotion-self
Q1306,面对自己焦虑,emotion-self
Q1307,面对自己兴奋,emotion-self
Q1309,独处时我,emotion-self
Q1310,热闹时我,emotion-self
Q1311,睡前我,emotion-self
Q1312,醒来时我,emotion-self
Q1314,面对内心矛盾,emotion-self
Q1315,面对内心平静,emotion-self
Q1316,面对内心不安,emotion-self
Q1317,面对自己的优点,emotion-self
Q1319,面对自己的过去,emotion-self
Q1320,面对自己的未来,emotion-self
Q1326,面对自己悲伤,emotion-self
Q1331,面对自己孤独,emotion-self
Q1336,面对自己感动,emotion-self
Q1341,面对内心冲突,emotion-self
Q1347,做事过程中我,action-habit
Q1348,做事结束时我,action-habit
Q1349,做事中间被打断,action-habit
Q1350,面对不想做的事,action-habit
Q1352,面对简单的事,action-habit
Q1353,面对复杂的事,action-habit
Q1354,面对紧急的事,action-habit
Q1355,面对重要的事,action-habit
Q1357,面对长期的事,action-habit
Q1358,面对短期的事,action-habit
Q1359,面对独自做,action-habit
Q1360,面对协作做,action-habit
Q1362,面对无人监督,action-habit
Q1363,面对有时间限制,action-habit
Q1364,面对没时间限制,action-habit
Q1365,面对资源充足,action-habit
Q1367,面对设备齐全,action-habit
Q1368,面对工具陌生,action-habit
Q1369,面对流程熟悉,action-habit
Q1370,面对新流程,action-habit
Q1373,面对不变,action-habit
Q1374,做事开始前我,action-habit
Q1379,面对喜欢做的事,action-habit
Q1384,面对琐碎的事,action-habit
Q1389,面对有人监督,action-habit
Q1394,面对资源紧张,action-habit
Q1400,我常想象5年后的自己,future-vision
Q1401,我常想象10年后的自己,future-vision
Q1402,我常想象退休后的自己,future-vision
Q1403,我常想象父母老后的我,future-vision
Q1405,我常想象理想的一天,future-vision
Q1406,我常想象理想的周末,future-vision
Q1407,我常想象理想的假期,future-vision
Q1408,我常想象理想的家,future-vision
Q1410,我常想象理想的父母,future-vision
Q1411,我常想象理想的自己,future-vision
Q1412,我常想象理想的工作,future-vision
Q1413,我常想象理想的关系,future-vision
Q1415,我常想象理想的财富,future-vision
Q1416,我常想象理想的晚年,future-vision
Q1417,我常想象理想的人生,future-vision
Q1418,我常想象如果当初,future-vision
Q1420,我常想象如果成功,future-vision
Q1421,我常想象生命的意义,future-vision
Q1422,我常想象死亡的终点,future-vision
Q1423,我常想象最好的可能,future-vision
Q1425,我常想象平均的路径,future-vision
Q1426,我常想象3年后的自己,future-vision
Q1431,我常想象孩子长大后的我,future-vision
Q1436,我常想象理想的伴侣,future-vision
Q1441,我常想象理想的健康,future-vision
Q1446,我常想象如果失败,future-vision
Q1451,我常想象最坏的打算,future-vision
Q1453,面对不想帮的忙,conflict-choice
Q1454,面对他人主动冲突,conflict-choice
Q1455,面对被动的冲突,conflict-choice
Q1456,面对公开场合冲突,conflict-choice
Q1458,面对关系好的冲突,conflict-choice
Q1459,面对关系一般的冲突,conflict-choice
Q1463,面对责任冲突,conflict-choice
Q1464,面对上级冲突,conflict-choice
Q1465,面对平级冲突,conflict-choice
Q1466,面对下级冲突,conflict-choice
Q1468,面对伴侣冲突,conflict-choice
Q1469,面对朋友冲突,conflict-choice
Q1470,面对陌生人冲突,conflict-choice
Q1471,面对群内冲突,conflict-choice
Q1474,面对信任被辜负,conflict-choice
Q1475,面对付出被忽视,conflict-choice
Q1476,面对建议被拒绝,conflict-choice
Q1478,面对示好被无视,conflict-choice
Q1479,面对道歉不接受,conflict-choice
Q1480,面对必须拒绝的人,conflict-choice
Q1485,面对私下场合冲突,conflict-choice
Q1490,面对情感冲突,conflict-choice
Q1495,面对家人冲突,conflict-choice
Q1500,面对权益被侵犯,conflict-choice
Q1501,工作中遇到设备故障，我的第一反应是,work-career
Q1502,我更喜欢在什么样的环境里办公,work-career
Q1503,团队需要搭建一个展示架，我会,work-career
Q1504,我对使用工具和机械设备的感觉是,work-career
Q1505,学一项新技能时，我最有效的学习方式是,learning-cognition
Q1506,面对一个复杂的实物模型，我倾向于,learning-cognition
Q1507,我喜欢动手制作或修理东西,learning-cognition
Q1508,实验课上我通常是,learning-cognition
Q1509,压力大时，什么活动最能让我放松,stress-response
Q1510,紧张的工作之后，我更想,stress-response
Q1511,我觉得手工劳动比脑力劳动更让我有成就感,stress-response
Q1512,面对突发状况，我的第一反应是,stress-response
Q1513,和朋友一起时，我更倾向于,interpersonal-relationship
Q1514,朋友搬新家需要帮忙组装家具，我会,interpersonal-relationship
Q1515,在人际交往中我更看重,interpersonal-relationship
Q1516,我觉得动手帮别人做事比说安慰话更实在,interpersonal-relationship
Q1517,做一个重要决定前，我通常,decision-making
Q1518,面对两个都不错的选择时，我会,decision-making
Q1519,我喜欢需要动手操作的决策任务,decision-making
Q1520,选择项目方案时，我更倾向,decision-making
Q1521,什么最能给我带来成就感,motivation-value
Q1522,我认为最有价值的工作是,motivation-value
Q1523,我最享受的时刻是,motivation-value
Q1524,比起讨论方案我更喜欢直接动手干,motivation-value
Q1525,心情低落时，做什么最能让我好转,emotion-self
Q1526,我觉得自己的情绪状态受身体活动影响很大,emotion-self
Q1527,当我感到焦虑时我会通过体力活动来释放,emotion-self
Q1528,独处时我更喜欢做什么来调节心情,emotion-self
Q1529,我的周末更可能是这样的,action-habit
Q1530,整理房间时我通常的做法是,action-habit
Q1531,比起计划我更喜欢直接行动,action-habit
